Gene stable ID	Gene name	Gene description
ENSG00000128585	MKLN1	muskelin 1 [Source:HGNC Symbol;Acc:HGNC:7109]
ENSG00000213280	RP11-212P7.1	
ENSG00000242588	RP11-274B21.14	
ENSG00000214784	AC010468.1	
ENSG00000198899	MT-ATP6	mitochondrially encoded ATP synthase 6 [Source:HGNC Symbol;Acc:HGNC:7414]
ENSG00000260279	AC137932.5	
ENSG00000131018	SYNE1	spectrin repeat containing nuclear envelope protein 1 [Source:HGNC Symbol;Acc:HGNC:17089]
ENSG00000268081	RP11-678G14.2	
ENSG00000071894	CPSF1	cleavage and polyadenylation specific factor 1 [Source:HGNC Symbol;Acc:HGNC:2324]
ENSG00000198938	MT-CO3	mitochondrially encoded cytochrome c oxidase III [Source:HGNC Symbol;Acc:HGNC:7422]
ENSG00000272383	RP11-556O9.4	
ENSG00000269237	CTD-2561J22.3	
ENSG00000215375	MYL5	myosin light chain 5 [Source:HGNC Symbol;Acc:HGNC:7586]
ENSG00000164463	CREBRF	CREB3 regulatory factor [Source:HGNC Symbol;Acc:HGNC:24050]
ENSG00000198886	MT-ND4	mitochondrially encoded NADH:ubiquinone oxidoreductase core subunit 4 [Source:HGNC Symbol;Acc:HGNC:7459]
ENSG00000271598	CTD-2542C24.9	
ENSG00000169026	MFSD7	major facilitator superfamily domain containing 7 [Source:HGNC Symbol;Acc:HGNC:26177]
ENSG00000137177	KIF13A	kinesin family member 13A [Source:HGNC Symbol;Acc:HGNC:14566]
ENSG00000261832	RP11-435I10.4	
ENSG00000224751	SHMT1P1	serine hydroxymethyltransferase 1 (soluble) pseudogene 1 [Source:HGNC Symbol;Acc:HGNC:10851]
ENSG00000113356	POLR3G	RNA polymerase III subunit G [Source:HGNC Symbol;Acc:HGNC:30075]
ENSG00000173093	CCDC63	coiled-coil domain containing 63 [Source:HGNC Symbol;Acc:HGNC:26669]
ENSG00000136457	CHAD	chondroadherin [Source:HGNC Symbol;Acc:HGNC:1909]
ENSG00000254621	SETP16	SET pseudogene 16 [Source:HGNC Symbol;Acc:HGNC:42935]
ENSG00000197617	VN1R5	vomeronasal 1 receptor 5 (gene/pseudogene) [Source:HGNC Symbol;Acc:HGNC:19870]
ENSG00000254478	RP11-158I9.1	
ENSG00000198040	ZNF84	zinc finger protein 84 [Source:HGNC Symbol;Acc:HGNC:13159]
ENSG00000204949	FAM83A-AS1	FAM83A antisense RNA 1 [Source:HGNC Symbol;Acc:HGNC:48658]
ENSG00000253258	RP11-539E17.5	
ENSG00000139182	CLSTN3	calsyntenin 3 [Source:HGNC Symbol;Acc:HGNC:18371]
ENSG00000232716	AC016831.6	
ENSG00000231852	CYP21A2	cytochrome P450 family 21 subfamily A member 2 [Source:HGNC Symbol;Acc:HGNC:2600]
ENSG00000256967	RP11-273B20.1	
ENSG00000225295	MTND4P4	mitochondrially encoded NADH:ubiquinone oxidoreductase core subunit 4 pseudogene 4 [Source:HGNC Symbol;Acc:HGNC:42191]
ENSG00000178795	GDPD4	glycerophosphodiester phosphodiesterase domain containing 4 [Source:HGNC Symbol;Acc:HGNC:24849]
ENSG00000139144	PIK3C2G	phosphatidylinositol-4-phosphate 3-kinase catalytic subunit type 2 gamma [Source:HGNC Symbol;Acc:HGNC:8973]
ENSG00000260196	RP1-239B22.5	
ENSG00000231537	MTCO3P10	mitochondrially encoded cytochrome c oxidase III pseudogene 10 [Source:HGNC Symbol;Acc:HGNC:52040]
ENSG00000254024	KB-1562D12.1	
ENSG00000253153	KB-1562D12.3	
ENSG00000205494	OR52A4P	olfactory receptor family 52 subfamily A member 4 pseudogene [Source:HGNC Symbol;Acc:HGNC:19579]
ENSG00000168477	TNXB	tenascin XB [Source:HGNC Symbol;Acc:HGNC:11976]
ENSG00000198734	F5	coagulation factor V [Source:HGNC Symbol;Acc:HGNC:3542]
ENSG00000102409	BEX4	brain expressed X-linked 4 [Source:HGNC Symbol;Acc:HGNC:25475]
ENSG00000271882	KB-1410C5.5	
ENSG00000111961	SASH1	SAM and SH3 domain containing 1 [Source:HGNC Symbol;Acc:HGNC:19182]
ENSG00000240280	TCAM1P	testicular cell adhesion molecule 1, pseudogene [Source:HGNC Symbol;Acc:HGNC:30707]
ENSG00000234066	TAS2R62P	taste 2 receptor member 62 pseudogene [Source:HGNC Symbol;Acc:HGNC:20640]
ENSG00000224219	AC074290.1	
ENSG00000229782	AC118754.4	
ENSG00000116183	PAPPA2	pappalysin 2 [Source:HGNC Symbol;Acc:HGNC:14615]
ENSG00000250831	CTD-2232E5.2	
ENSG00000237514	PTP4A1P7	protein tyrosine phosphatase type IVA, member 1 pseudogene 7 [Source:HGNC Symbol;Acc:HGNC:41934]
ENSG00000234884	CTA-407F11.8	
ENSG00000118094	TREH	trehalase [Source:HGNC Symbol;Acc:HGNC:12266]
ENSG00000085998	POMGNT1	protein O-linked mannose N-acetylglucosaminyltransferase 1 (beta 1,2-) [Source:HGNC Symbol;Acc:HGNC:19139]
ENSG00000132382	MYBBP1A	MYB binding protein 1a [Source:HGNC Symbol;Acc:HGNC:7546]
ENSG00000234604	RP1-206D15.5	
ENSG00000186298	PPP1CC	protein phosphatase 1 catalytic subunit gamma [Source:HGNC Symbol;Acc:HGNC:9283]
ENSG00000253333	RP11-497H16.8	
ENSG00000113456	RAD1	RAD1 checkpoint DNA exonuclease [Source:HGNC Symbol;Acc:HGNC:9806]
ENSG00000204387	C6orf48	chromosome 6 open reading frame 48 [Source:HGNC Symbol;Acc:HGNC:19078]
ENSG00000183018	SPNS2	sphingolipid transporter 2 [Source:HGNC Symbol;Acc:HGNC:26992]
ENSG00000263257	RP11-65J21.4	
ENSG00000229855	CTC-546K23.1	
ENSG00000250687	RP11-497H16.7	
ENSG00000140575	IQGAP1	IQ motif containing GTPase activating protein 1 [Source:HGNC Symbol;Acc:HGNC:6110]
ENSG00000269983	RP11-497H16.9	
ENSG00000226230	AC007237.2	
ENSG00000260572	RP11-16N11.2	
ENSG00000188610	FAM72B	family with sequence similarity 72 member B [Source:HGNC Symbol;Acc:HGNC:24805]
ENSG00000254181	SLC25A51P3	solute carrier family 25 member 51 pseudogene 3 [Source:HGNC Symbol;Acc:HGNC:31051]
ENSG00000238038	ATP6V0E1P3	ATPase H+ transporting V0 subunit e1 pseudogene 3 [Source:HGNC Symbol;Acc:HGNC:41937]
ENSG00000182938	OTOP3	otopetrin 3 [Source:HGNC Symbol;Acc:HGNC:19658]
ENSG00000233223	AC113189.5	
ENSG00000224988	RP11-409K20.7	
ENSG00000239253	RPS4XP23	ribosomal protein S4X pseudogene 23 [Source:HGNC Symbol;Acc:HGNC:48367]
ENSG00000262115	RP11-455O6.2	
ENSG00000146453	PNLDC1	PARN like, ribonuclease domain containing 1 [Source:HGNC Symbol;Acc:HGNC:21185]
ENSG00000268006	PTOV1-AS1	PTOV1 antisense RNA 1 [Source:HGNC Symbol;Acc:HGNC:44174]
ENSG00000092978	GPATCH2	G-patch domain containing 2 [Source:HGNC Symbol;Acc:HGNC:25499]
ENSG00000272164	RP11-180P8.5	
ENSG00000270324	RP11-180P8.4	
ENSG00000227193	RP11-439A17.4	
ENSG00000187391	MAGI2	membrane associated guanylate kinase, WW and PDZ domain containing 2 [Source:HGNC Symbol;Acc:HGNC:18957]
ENSG00000085719	CPNE3	copine 3 [Source:HGNC Symbol;Acc:HGNC:2316]
ENSG00000253945	RP11-328L11.1	
ENSG00000166863	TAC3	tachykinin 3 [Source:HGNC Symbol;Acc:HGNC:11521]
ENSG00000204392	LSM2	LSM2 homolog, U6 small nuclear RNA and mRNA degradation associated [Source:HGNC Symbol;Acc:HGNC:13940]
ENSG00000182557	SPNS3	sphingolipid transporter 3 (putative) [Source:HGNC Symbol;Acc:HGNC:28433]
ENSG00000229110	AC006355.3	
ENSG00000172031	EPHX4	epoxide hydrolase 4 [Source:HGNC Symbol;Acc:HGNC:23758]
ENSG00000159784	FAM131B	family with sequence similarity 131 member B [Source:HGNC Symbol;Acc:HGNC:22202]
ENSG00000236283	AC013463.2	
ENSG00000227681	RP11-307P5.1	
ENSG00000172425	TTC36	tetratricopeptide repeat domain 36 [Source:HGNC Symbol;Acc:HGNC:33708]
ENSG00000203727	SAMD5	sterile alpha motif domain containing 5 [Source:HGNC Symbol;Acc:HGNC:21180]
ENSG00000122507	BBS9	Bardet-Biedl syndrome 9 [Source:HGNC Symbol;Acc:HGNC:30000]
ENSG00000153832	FBXO36	F-box protein 36 [Source:HGNC Symbol;Acc:HGNC:27020]
ENSG00000162337	LRP5	LDL receptor related protein 5 [Source:HGNC Symbol;Acc:HGNC:6697]
ENSG00000169136	ATF5	activating transcription factor 5 [Source:HGNC Symbol;Acc:HGNC:790]
ENSG00000215110	UGT2B25P	UDP glucuronosyltransferase family 2 member B25, pseudogene [Source:HGNC Symbol;Acc:HGNC:12549]
ENSG00000161594	KLHL10	kelch like family member 10 [Source:HGNC Symbol;Acc:HGNC:18829]
ENSG00000255435	RP11-770J1.3	
ENSG00000261820	DNM1P49	dynamin 1 pseudogene 49 [Source:HGNC Symbol;Acc:HGNC:47040]
ENSG00000250120	PCDHA10	protocadherin alpha 10 [Source:HGNC Symbol;Acc:HGNC:8664]
ENSG00000254858	MPV17L2	MPV17 mitochondrial inner membrane protein like 2 [Source:HGNC Symbol;Acc:HGNC:28177]
ENSG00000213067	RP11-760D2.10	
ENSG00000188056	TREML4	triggering receptor expressed on myeloid cells like 4 [Source:HGNC Symbol;Acc:HGNC:30807]
ENSG00000223740	RP11-760D2.4	
ENSG00000217929	CICP18	capicua transcriptional repressor pseudogene 18 [Source:HGNC Symbol;Acc:HGNC:48828]
ENSG00000231504	NMD3P2	NMD3 ribosome export adaptor pseudogene 2 [Source:HGNC Symbol;Acc:HGNC:37820]
ENSG00000261275	RP11-760D2.11	
ENSG00000240925	RPS20P31	ribosomal protein S20 pseudogene 31 [Source:HGNC Symbol;Acc:HGNC:35767]
ENSG00000226485	RBM22P3	RNA binding motif protein 22 pseudogene 3 [Source:HGNC Symbol;Acc:HGNC:39696]
ENSG00000059915	PSD	pleckstrin and Sec7 domain containing [Source:HGNC Symbol;Acc:HGNC:9507]
ENSG00000232944	RP13-492C18.1	
ENSG00000224370	RP11-814E24.3	
ENSG00000248428	CTC-551A13.1	
ENSG00000172500	FIBP	FGF1 intracellular binding protein [Source:HGNC Symbol;Acc:HGNC:3705]
ENSG00000258311	RP11-644F5.10	
ENSG00000162623	TYW3	tRNA-yW synthesizing protein 3 homolog [Source:HGNC Symbol;Acc:HGNC:24757]
ENSG00000215444	RP5-827A12.2	
ENSG00000236545	AP001619.3	
ENSG00000147457	CHMP7	charged multivesicular body protein 7 [Source:HGNC Symbol;Acc:HGNC:28439]
ENSG00000172543	CTSW	cathepsin W [Source:HGNC Symbol;Acc:HGNC:2546]
ENSG00000254690	GS1-393G12.12	
ENSG00000214869	TPM3P4	tropomyosin 3 pseudogene 4 [Source:HGNC Symbol;Acc:HGNC:39167]
ENSG00000184106	TREML3P	triggering receptor expressed on myeloid cells like 3, pseudogene [Source:HGNC Symbol;Acc:HGNC:30806]
ENSG00000141027	NCOR1	nuclear receptor corepressor 1 [Source:HGNC Symbol;Acc:HGNC:7672]
ENSG00000185000	DGAT1	diacylglycerol O-acyltransferase 1 [Source:HGNC Symbol;Acc:HGNC:2843]
ENSG00000251867	RP11-48B3.5	
ENSG00000112110	MRPL18	mitochondrial ribosomal protein L18 [Source:HGNC Symbol;Acc:HGNC:14477]
ENSG00000108474	PIGL	phosphatidylinositol glycan anchor biosynthesis class L [Source:HGNC Symbol;Acc:HGNC:8966]
ENSG00000039650	PNKP	polynucleotide kinase 3'-phosphatase [Source:HGNC Symbol;Acc:HGNC:9154]
ENSG00000213386	RP11-779O18.2	
ENSG00000253736	RP11-779O18.3	
ENSG00000259649	RP11-351M8.1	
ENSG00000119812	FAM98A	family with sequence similarity 98 member A [Source:HGNC Symbol;Acc:HGNC:24520]
ENSG00000205609	EIF3CL	eukaryotic translation initiation factor 3 subunit C-like [Source:HGNC Symbol;Acc:HGNC:26347]
ENSG00000214357	NEURL1B	neuralized E3 ubiquitin protein ligase 1B [Source:HGNC Symbol;Acc:HGNC:35422]
ENSG00000214941	ZSWIM7	zinc finger SWIM-type containing 7 [Source:HGNC Symbol;Acc:HGNC:26993]
ENSG00000037897	METTL1	methyltransferase like 1 [Source:HGNC Symbol;Acc:HGNC:7030]
ENSG00000257921	RP11-571M6.15	
ENSG00000243686	RPLP1P11	ribosomal protein lateral stalk subunit P1 pseudogene 11 [Source:HGNC Symbol;Acc:HGNC:36196]
ENSG00000255384	RP11-770J1.4	
ENSG00000153207	AHCTF1	AT-hook containing transcription factor 1 [Source:HGNC Symbol;Acc:HGNC:24618]
ENSG00000237440	ZNF737	zinc finger protein 737 [Source:HGNC Symbol;Acc:HGNC:32468]
ENSG00000073417	PDE8A	phosphodiesterase 8A [Source:HGNC Symbol;Acc:HGNC:8793]
ENSG00000268560	CTD-2332E11.2	
ENSG00000082781	ITGB5	integrin subunit beta 5 [Source:HGNC Symbol;Acc:HGNC:6160]
ENSG00000173153	ESRRA	estrogen related receptor alpha [Source:HGNC Symbol;Acc:HGNC:3471]
ENSG00000256870	SLC5A8	solute carrier family 5 member 8 [Source:HGNC Symbol;Acc:HGNC:19119]
ENSG00000269373	CTD-2542C24.3	
ENSG00000173113	TRMT112	tRNA methyltransferase 11-2 homolog (S. cerevisiae) [Source:HGNC Symbol;Acc:HGNC:26940]
ENSG00000258921	RP11-644F5.16	
ENSG00000233028	RP4-725G10.4	
ENSG00000133884	DPF2	double PHD fingers 2 [Source:HGNC Symbol;Acc:HGNC:9964]
ENSG00000253102	RP1-117B12.4	
ENSG00000111727	HCFC2	host cell factor C2 [Source:HGNC Symbol;Acc:HGNC:24972]
ENSG00000108829	LRRC59	leucine rich repeat containing 59 [Source:HGNC Symbol;Acc:HGNC:28817]
ENSG00000168539	CHRM1	cholinergic receptor muscarinic 1 [Source:HGNC Symbol;Acc:HGNC:1950]
ENSG00000248853	CTD-2613O8.1	
ENSG00000248927	CTD-2334D19.1	
ENSG00000255443	RP1-68D18.4	
ENSG00000248106	AC005609.2	
ENSG00000164924	YWHAZ	tyrosine 3-monooxygenase/tryptophan 5-monooxygenase activation protein zeta [Source:HGNC Symbol;Acc:HGNC:12855]
ENSG00000072609	CHFR	checkpoint with forkhead and ring finger domains [Source:HGNC Symbol;Acc:HGNC:20455]
ENSG00000113966	ARL6	ADP ribosylation factor like GTPase 6 [Source:HGNC Symbol;Acc:HGNC:13210]
ENSG00000203697	CAPN8	calpain 8 [Source:HGNC Symbol;Acc:HGNC:1485]
ENSG00000250790	RP11-46H11.3	
ENSG00000197037	ZSCAN25	zinc finger and SCAN domain containing 25 [Source:HGNC Symbol;Acc:HGNC:21961]
ENSG00000149573	MPZL2	myelin protein zero like 2 [Source:HGNC Symbol;Acc:HGNC:3496]
ENSG00000204659	CBY3	chibby family member 3 [Source:HGNC Symbol;Acc:HGNC:33278]
ENSG00000171307	ZDHHC16	zinc finger DHHC-type containing 16 [Source:HGNC Symbol;Acc:HGNC:20714]
ENSG00000233585	AC115617.2	
ENSG00000259418	RP11-109D20.1	
ENSG00000087460	GNAS	GNAS complex locus [Source:HGNC Symbol;Acc:HGNC:4392]
ENSG00000227069	CNN2P2	calponin 2 pseudogene 2 [Source:HGNC Symbol;Acc:HGNC:39527]
ENSG00000268333	RP4-806M20.3	
ENSG00000230011	CTSLP4	cathepsin L pseudogene 4 [Source:HGNC Symbol;Acc:HGNC:23645]
ENSG00000255163	HSPE1P18	heat shock protein family E (Hsp10) member 1 pseudogene 18 [Source:HGNC Symbol;Acc:HGNC:49337]
ENSG00000261043	RP11-24M17.6	
ENSG00000168246	UBTD2	ubiquitin domain containing 2 [Source:HGNC Symbol;Acc:HGNC:24463]
ENSG00000197595	ATP11AUN	ATP11A upstream neighbor [Source:HGNC Symbol;Acc:HGNC:33793]
ENSG00000242399	RPS20P23	ribosomal protein S20 pseudogene 23 [Source:HGNC Symbol;Acc:HGNC:36146]
ENSG00000022556	NLRP2	NLR family pyrin domain containing 2 [Source:HGNC Symbol;Acc:HGNC:22948]
ENSG00000183569	SERHL2	serine hydrolase-like 2 [Source:HGNC Symbol;Acc:HGNC:29446]
ENSG00000196634	LUADT1	lung adenocarcinoma associated transcript 1 [Source:HGNC Symbol;Acc:HGNC:51845]
ENSG00000258938	RP11-317N8.5	
ENSG00000258300	NUTF2P2	nuclear transport factor 2 pseudogene 2 [Source:HGNC Symbol;Acc:HGNC:19934]
ENSG00000257614	RP11-116N8.2	
ENSG00000213759	UGT2B11	UDP glucuronosyltransferase family 2 member B11 [Source:HGNC Symbol;Acc:HGNC:12545]
ENSG00000233452	STXBP5-AS1	STXBP5 antisense RNA 1 [Source:HGNC Symbol;Acc:HGNC:44183]
ENSG00000227748	RP11-497D6.3	
ENSG00000196472	RP13-644M16.4	
ENSG00000272942	CTA-246H3.12	
ENSG00000223345	HIST2H2BA	histone cluster 2 H2B family member a (pseudogene) [Source:HGNC Symbol;Acc:HGNC:20560]
ENSG00000251427	RP13-644M16.2	
ENSG00000260892	CTD-2026K11.1	
ENSG00000232706	NUTM2HP	NUT family member 2H, pseudogene [Source:HGNC Symbol;Acc:HGNC:45017]
ENSG00000189037	DUSP21	dual specificity phosphatase 21 [Source:HGNC Symbol;Acc:HGNC:20476]
ENSG00000179626	OR6C4	olfactory receptor family 6 subfamily C member 4 [Source:HGNC Symbol;Acc:HGNC:19632]
ENSG00000231345	BEND3P1	BEN domain containing 3 pseudogene 1 [Source:HGNC Symbol;Acc:HGNC:45014]
ENSG00000214016	RPSAP61	ribosomal protein SA pseudogene 61 [Source:HGNC Symbol;Acc:HGNC:36760]
ENSG00000173546	CSPG4	chondroitin sulfate proteoglycan 4 [Source:HGNC Symbol;Acc:HGNC:2466]
ENSG00000271983	RP11-28H5.2	
ENSG00000135318	NT5E	5'-nucleotidase ecto [Source:HGNC Symbol;Acc:HGNC:8021]
ENSG00000078124	ACER3	alkaline ceramidase 3 [Source:HGNC Symbol;Acc:HGNC:16066]
ENSG00000182472	CAPN12	calpain 12 [Source:HGNC Symbol;Acc:HGNC:13249]
ENSG00000271638	BNIP3P19	BCL2 interacting protein 3 pseudogene 19 [Source:HGNC Symbol;Acc:HGNC:49699]
ENSG00000166856	GPR182	G protein-coupled receptor 182 [Source:HGNC Symbol;Acc:HGNC:13708]
ENSG00000233845	AC093732.1	
ENSG00000015532	XYLT2	xylosyltransferase 2 [Source:HGNC Symbol;Acc:HGNC:15517]
ENSG00000143774	GUK1	guanylate kinase 1 [Source:HGNC Symbol;Acc:HGNC:4693]
ENSG00000204852	TCTN1	tectonic family member 1 [Source:HGNC Symbol;Acc:HGNC:26113]
ENSG00000243494	CTC-550B14.1	
ENSG00000267577	CTD-2587H24.5	
ENSG00000137648	TMPRSS4	transmembrane protease, serine 4 [Source:HGNC Symbol;Acc:HGNC:11878]
ENSG00000231466	CTA-246H3.11	
ENSG00000230637	CTA-246H3.8	
ENSG00000139547	RDH16	retinol dehydrogenase 16 (all-trans) [Source:HGNC Symbol;Acc:HGNC:29674]
ENSG00000261868	MFSD1P1	major facilitator superfamily domain containing 1 pseudogene 1 [Source:HGNC Symbol;Acc:HGNC:50625]
ENSG00000219435	TEX40	testis expressed 40 [Source:HGNC Symbol;Acc:HGNC:19231]
ENSG00000267507	CTD-2587H24.1	
ENSG00000230797	YY2	YY2 transcription factor [Source:HGNC Symbol;Acc:HGNC:31684]
ENSG00000104689	TNFRSF10A	TNF receptor superfamily member 10a [Source:HGNC Symbol;Acc:HGNC:11904]
ENSG00000105974	CAV1	caveolin 1 [Source:HGNC Symbol;Acc:HGNC:1527]
ENSG00000080031	PTPRH	protein tyrosine phosphatase, receptor type H [Source:HGNC Symbol;Acc:HGNC:9672]
ENSG00000170426	SDR9C7	short chain dehydrogenase/reductase family 9C member 7 [Source:HGNC Symbol;Acc:HGNC:29958]
ENSG00000101337	TM9SF4	transmembrane 9 superfamily member 4 [Source:HGNC Symbol;Acc:HGNC:30797]
ENSG00000233370	AC092664.1	
ENSG00000263167	RP11-149I9.2	
ENSG00000187857	OR6C75	olfactory receptor family 6 subfamily C member 75 [Source:HGNC Symbol;Acc:HGNC:31304]
ENSG00000133641	C12orf29	chromosome 12 open reading frame 29 [Source:HGNC Symbol;Acc:HGNC:25322]
ENSG00000256982	CTD-2555A7.2	
ENSG00000129990	SYT5	synaptotagmin 5 [Source:HGNC Symbol;Acc:HGNC:11513]
ENSG00000204394	VARS	valyl-tRNA synthetase [Source:HGNC Symbol;Acc:HGNC:12651]
ENSG00000137747	TMPRSS13	transmembrane protease, serine 13 [Source:HGNC Symbol;Acc:HGNC:29808]
ENSG00000236641	CTA-221G9.7	
ENSG00000145934	TENM2	teneurin transmembrane protein 2 [Source:HGNC Symbol;Acc:HGNC:29943]
ENSG00000258679	RP11-74M13.4	
ENSG00000254365	CTB-180C19.1	
ENSG00000273478	RP11-465N4.5	
ENSG00000072786	STK10	serine/threonine kinase 10 [Source:HGNC Symbol;Acc:HGNC:11388]
ENSG00000100053	CRYBB3	crystallin beta B3 [Source:HGNC Symbol;Acc:HGNC:2400]
ENSG00000168967	PMCHL1	pro-melanin concentrating hormone like 1 (pseudogene) [Source:HGNC Symbol;Acc:HGNC:9110]
ENSG00000215035	FDPSP5	farnesyl diphosphate synthase pseudogene 5 [Source:HGNC Symbol;Acc:HGNC:3636]
ENSG00000144476	ACKR3	atypical chemokine receptor 3 [Source:HGNC Symbol;Acc:HGNC:23692]
ENSG00000235386	RP11-397A15.4	
ENSG00000255236	CTD-2655K5.1	
ENSG00000233435	AGGF1P2	angiogenic factor with G-patch and FHA domains 1 pseudogene 2 [Source:HGNC Symbol;Acc:HGNC:38052]
ENSG00000154162	CDH12	cadherin 12 [Source:HGNC Symbol;Acc:HGNC:1751]
ENSG00000186458	DEFB132	defensin beta 132 [Source:HGNC Symbol;Acc:HGNC:33806]
ENSG00000249206	GCNT1P2	glucosaminyl (N-acetyl) transferase 1, core 2 pseudogene 2 [Source:HGNC Symbol;Acc:HGNC:37972]
ENSG00000197706	OR6C74	olfactory receptor family 6 subfamily C member 74 [Source:HGNC Symbol;Acc:HGNC:31303]
ENSG00000179919	OR10A7	olfactory receptor family 10 subfamily A member 7 [Source:HGNC Symbol;Acc:HGNC:15329]
ENSG00000137726	FXYD6	FXYD domain containing ion transport regulator 6 [Source:HGNC Symbol;Acc:HGNC:4030]
ENSG00000244083	RP11-170N16.1	
ENSG00000149507	OOSP2	oocyte secreted protein 2 [Source:HGNC Symbol;Acc:HGNC:26699]
ENSG00000259066	RP11-371E8.4	
ENSG00000115425	PECR	peroxisomal trans-2-enoyl-CoA reductase [Source:HGNC Symbol;Acc:HGNC:18281]
ENSG00000164808	SPIDR	scaffolding protein involved in DNA repair [Source:HGNC Symbol;Acc:HGNC:28971]
ENSG00000249406	RP11-893F2.5	
ENSG00000254975	RP11-672A2.3	
ENSG00000263176	RP11-893F2.15	
ENSG00000249890	RP11-813N20.2	
ENSG00000178764	ZHX2	zinc fingers and homeoboxes 2 [Source:HGNC Symbol;Acc:HGNC:18513]
ENSG00000157303	SUSD3	sushi domain containing 3 [Source:HGNC Symbol;Acc:HGNC:28391]
ENSG00000008394	MGST1	microsomal glutathione S-transferase 1 [Source:HGNC Symbol;Acc:HGNC:7061]
ENSG00000109471	IL2	interleukin 2 [Source:HGNC Symbol;Acc:HGNC:6001]
ENSG00000120738	EGR1	early growth response 1 [Source:HGNC Symbol;Acc:HGNC:3238]
ENSG00000228316	MTATP6P19	mitochondrially encoded ATP synthase 6 pseudogene 19 [Source:HGNC Symbol;Acc:HGNC:52064]
ENSG00000224471	MTCO3P19	mitochondrially encoded cytochrome c oxidase III pseudogene 19 [Source:HGNC Symbol;Acc:HGNC:52049]
ENSG00000227117	HORMAD2-AS1	HORMAD2 antisense RNA 1 [Source:HGNC Symbol;Acc:HGNC:50729]
ENSG00000196850	PPTC7	PTC7 protein phosphatase homolog [Source:HGNC Symbol;Acc:HGNC:30695]
ENSG00000224622	OR9R1P	olfactory receptor family 9 subfamily R member 1 pseudogene [Source:HGNC Symbol;Acc:HGNC:15340]
ENSG00000237300	MTCO1P19	mitochondrially encoded cytochrome c oxidase I pseudogene 19 [Source:HGNC Symbol;Acc:HGNC:52021]
ENSG00000117477	CCDC181	coiled-coil domain containing 181 [Source:HGNC Symbol;Acc:HGNC:28051]
ENSG00000235575	RP4-800F24.1	
ENSG00000237693	IRGM	immunity related GTPase M [Source:HGNC Symbol;Acc:HGNC:29597]
ENSG00000257870	RP11-616L12.1	
ENSG00000218350	LYPLA1P3	lysophospholipase I pseudogene 3 [Source:HGNC Symbol;Acc:HGNC:44007]
ENSG00000254130	LINC01947	long intergenic non-protein coding RNA 1947 [Source:HGNC Symbol;Acc:HGNC:52771]
ENSG00000255363	RP11-672A2.5	
ENSG00000235568	NFAM1	NFAT activating protein with ITAM motif 1 [Source:HGNC Symbol;Acc:HGNC:29872]
ENSG00000255479	RP11-672A2.6	
ENSG00000254171	RP11-67M9.1	
ENSG00000261226	RP11-830F9.7	
ENSG00000254252	RPL7P20	ribosomal protein L7 pseudogene 20 [Source:HGNC Symbol;Acc:HGNC:36013]
ENSG00000205018	RP11-830F9.6	
ENSG00000160255	ITGB2	integrin subunit beta 2 [Source:HGNC Symbol;Acc:HGNC:6155]
ENSG00000235021	RP11-439E19.7	
ENSG00000080345	RIF1	replication timing regulatory factor 1 [Source:HGNC Symbol;Acc:HGNC:23207]
ENSG00000260698	RP11-439E19.9	
ENSG00000253819	LINC01151	long intergenic non-protein coding RNA 1151 [Source:HGNC Symbol;Acc:HGNC:49471]
ENSG00000259175	RP11-379K22.2	
ENSG00000255325	RP11-96B2.1	
ENSG00000248308	RP11-697E23.1	
ENSG00000254303	RP11-398G24.2	
ENSG00000164610	RP9	retinitis pigmentosa 9 (autosomal dominant) [Source:HGNC Symbol;Acc:HGNC:10288]
ENSG00000248478	RP11-3G20.2	
ENSG00000244219	GS1-259H13.2	
ENSG00000272647	GS1-259H13.13	
ENSG00000253236	LINC02143	long intergenic non-protein coding RNA 2143 [Source:HGNC Symbol;Acc:HGNC:53003]
ENSG00000176925	OR51F2	olfactory receptor family 51 subfamily F member 2 [Source:HGNC Symbol;Acc:HGNC:15197]
ENSG00000236021	RP11-195C7.1	
ENSG00000225303	RP11-512N4.2	
ENSG00000102001	CACNA1F	calcium voltage-gated channel subunit alpha1 F [Source:HGNC Symbol;Acc:HGNC:1393]
ENSG00000272664	OR51C4P	olfactory receptor family 51 subfamily C member 4 pseudogene [Source:HGNC Symbol;Acc:HGNC:31280]
ENSG00000226137	BAIAP2-AS1	BAIAP2 antisense RNA 1 (head to head) [Source:HGNC Symbol;Acc:HGNC:44342]
ENSG00000250569	NTAN1P2	N-terminal asparagine amidase pseudogene 2 [Source:HGNC Symbol;Acc:HGNC:45262]
ENSG00000197023	OR51A6P	olfactory receptor family 51 subfamily A member 6 pseudogene [Source:HGNC Symbol;Acc:HGNC:15187]
ENSG00000227023	OR51A3P	olfactory receptor family 51 subfamily A member 3 pseudogene [Source:HGNC Symbol;Acc:HGNC:14794]
ENSG00000248690	HAS2-AS1	HAS2 antisense RNA 1 [Source:HGNC Symbol;Acc:HGNC:34340]
ENSG00000176900	OR51T1	olfactory receptor family 51 subfamily T member 1 [Source:HGNC Symbol;Acc:HGNC:15205]
ENSG00000130821	SLC6A8	solute carrier family 6 member 8 [Source:HGNC Symbol;Acc:HGNC:11055]
ENSG00000197984	OR51A8P	olfactory receptor family 51 subfamily A member 8 pseudogene [Source:HGNC Symbol;Acc:HGNC:15189]
ENSG00000250895	CTD-2158P22.4	
